locus,CHR,START,STOP,phen1,phen2,rho,rho.lower,rho.upper,r2,r2.lower,r2.upper,p
2010,14,81001921,82524785,AD,Dry_AMD,0.339772,-0.14421,1,0.115445,0,1,0.168363
1126,7,27351287,28890886,AD,Dry_AMD,-0.647557,-1,0.19889,0.41933,0,1,0.168374
834,5,68006994,71468651,AD,Dry_AMD,0.44912,-0.1653,1,0.201709,0,1,0.169157
2221,17,63548725,64438387,AD,Dry_AMD,-0.227207,-0.63026,0.09849,0.0516229,0,0.39723,0.169424
1352,8,126766828,128073654,AD,Dry_AMD,0.284186,-0.13729,1,0.0807617,0,1,0.169577
88,1,101188316,102424611,AD,Dry_AMD,-0.602035,-1,0.22046,0.362447,0,1,0.169695
1750,12,10176714,10946140,AD,Dry_AMD,0.302883,-0.14579,1,0.0917381,0,1,0.170415
2271,18,41425455,42974165,AD,Dry_AMD,0.356932,-0.16577,1,0.127401,0,1,0.171053
826,5,58721459,59868567,AD,Dry_AMD,-0.732929,-1,0.27051,0.537185,0,1,0.171229
1630,11,18740268,19780784,AD,Dry_AMD,-0.310149,-1,0.15782,0.0961925,0,1,0.171383
1169,7,77663965,78685009,AD,Dry_AMD,0.360612,-0.16531,1,0.130041,0,1,0.171392
1798,12,63055937,63764111,AD,Dry_AMD,-0.83009,-1,0.22072,0.68905,0,1,0.173188
122,1,164726580,165553812,AD,Dry_AMD,-0.410941,-1,0.19126,0.168873,0,1,0.173225
2390,20,18959420,19957928,AD,Dry_AMD,-0.255626,-0.70598,0.12978,0.0653446,0,0.49919,0.1735
2487,22,43574018,44409533,AD,Dry_AMD,-0.191153,-0.51588,0.09035,0.0365396,0,0.26661,0.173769
678,4,86931671,88502717,AD,Dry_AMD,0.418089,-0.21644,1,0.174799,0,1,0.174106
47,1,54771294,55727134,AD,Dry_AMD,-0.261892,-0.92382,0.13216,0.0685877,0,0.85484,0.175134
1272,8,26679136,27406511,AD,Dry_AMD,-0.462107,-1,0.20592,0.213543,0,1,0.175767
2228,17,71466954,72383472,AD,Dry_AMD,0.315013,-0.15839,1,0.0992331,0,1,0.175888
1000,6,67559695,68547494,AD,Dry_AMD,0.30841,-0.13631,0.9627,0.0951165,0,0.93096,0.176455
106,1,120345067,145803848,AD,Dry_AMD,-0.260614,-1,0.13221,0.0679199,0,1,0.17666
1167,7,75243900,76451928,AD,Dry_AMD,0.422409,-0.1952,1,0.178429,0,1,0.177138
1990,14,58447799,59447537,AD,Dry_AMD,-0.27785,-0.86901,0.15249,0.0772006,0,0.76044,0.177434
555,3,153406719,155046423,AD,Dry_AMD,0.285248,-0.13832,0.94295,0.0813663,0,0.89714,0.177725
1973,14,40965850,41614833,AD,Dry_AMD,0.462922,-0.23526,1,0.214297,0,1,0.178122
144,1,188625773,189904637,AD,Dry_AMD,-0.198935,-0.51489,0.09092,0.0395753,0,0.26511,0.17825
289,2,82941456,84395899,AD,Dry_AMD,-0.442539,-1,0.18816,0.195841,0,1,0.178942
1304,8,68683824,70004665,AD,Dry_AMD,0.224132,-0.1009,0.69185,0.0502351,0,0.47927,0.180502
1403,9,26747215,27366479,AD,Dry_AMD,-0.685178,-1,0.26553,0.469469,0,1,0.180692
1593,10,119528731,120592839,AD,Dry_AMD,0.652257,-0.24453,1,0.425439,0,1,0.180808
768,4,184338585,185483262,AD,Dry_AMD,0.410832,-0.19913,1,0.168783,0,1,0.181131
293,2,88547313,91860961,AD,Dry_AMD,-0.364005,-1,0.17193,0.1325,0,1,0.181144
2146,16,66738844,68435728,AD,Dry_AMD,-0.453751,-1,0.21354,0.20589,0,1,0.181218
346,2,160200380,161432089,AD,Dry_AMD,0.229853,-0.10886,0.62008,0.0528322,0,0.3845,0.181607
408,2,231847387,233352722,AD,Dry_AMD,-0.626375,-1,0.23287,0.392346,0,1,0.181908
1618,11,6180841,7191230,AD,Dry_AMD,0.48619,-0.18946,1,0.23638,0,1,0.183416
1875,13,31433219,32986686,AD,Dry_AMD,0.198129,-0.09453,0.51234,0.0392552,0,0.26249,0.183609
1012,6,79859904,80693927,AD,Dry_AMD,0.213548,-0.096,0.55081,0.0456026,0,0.30339,0.183822
1521,10,32457294,33655458,AD,Dry_AMD,-0.396353,-1,0.20085,0.157096,0,1,0.184132
1864,13,19648629,20491181,AD,Dry_AMD,-0.424694,-1,0.19545,0.180365,0,1,0.184185
1612,11,1857846,2477449,AD,Dry_AMD,0.204737,-0.10435,0.59538,0.0419172,0,0.35448,0.184682
11,1,8580988,9475966,AD,Dry_AMD,-0.240621,-0.74538,0.13225,0.0578983,0,0.55762,0.185592
1959,14,24906057,25585041,AD,Dry_AMD,-0.345015,-1,0.18266,0.119035,0,1,0.185854
463,3,45844192,47588461,AD,Dry_AMD,-0.25165,-0.69281,0.12963,0.0633275,0,0.48076,0.186189
1435,9,90890980,91643255,AD,Dry_AMD,-0.218924,-0.60951,0.11424,0.0479275,0,0.37213,0.189675
1809,12,74080748,75563968,AD,Dry_AMD,-0.53222,-1,0.2577,0.283258,0,1,0.190347
1506,10,18529743,19421514,AD,Dry_AMD,-0.365107,-1,0.20691,0.133303,0,1,0.191339
915,5,166863414,168342743,AD,Dry_AMD,-0.548806,-1,0.26369,0.301188,0,1,0.193087
840,5,77290256,79005158,AD,Dry_AMD,-0.35191,-1,0.20817,0.12384,0,1,0.193247
54,1,62778734,64344226,AD,Dry_AMD,-0.492457,-1,0.21395,0.242514,0,1,0.193262
452,3,32378806,33020868,AD,Dry_AMD,0.388206,-0.21778,1,0.150704,0,1,0.193272
2175,17,1480057,2699135,AD,Dry_AMD,-0.271226,-0.8223,0.14881,0.0735636,0,0.67732,0.194276
150,1,195161236,196179110,AD,Dry_AMD,0.121382,-0.06523,0.31373,0.0147336,0,0.0988,0.19446
1428,9,82601466,83455502,AD,Dry_AMD,0.408647,-0.21761,1,0.166992,0,1,0.19519
1080,6,156762741,158220143,AD,Dry_AMD,-0.375473,-1,0.20847,0.14098,0,1,0.195635
17,1,15755231,16732168,AD,Dry_AMD,-0.323326,-1,0.18218,0.10454,0,1,0.196094
66,1,76977916,77895394,AD,Dry_AMD,0.353265,-0.19315,1,0.124796,0,1,0.196238
594,3,196383153,197147990,AD,Dry_AMD,-0.258817,-0.8897,0.15131,0.0669864,0,0.80235,0.197419
273,2,67224028,67979828,AD,Dry_AMD,-0.336288,-1,0.19059,0.11309,0,1,0.197773
2422,20,56951774,57924037,AD,Dry_AMD,0.319821,-0.1835,1,0.102285,0,1,0.197964
2123,16,22667049,24014705,AD,Dry_AMD,0.196341,-0.10218,0.54734,0.0385496,0,0.29959,0.198934
892,5,139408117,141253830,AD,Dry_AMD,0.172806,-0.09497,0.44343,0.0298618,0,0.19663,0.199315
355,2,170865766,171566482,AD,Dry_AMD,0.322877,-0.17982,1,0.104249,0,1,0.199672
1998,14,67891840,68976912,AD,Dry_AMD,-0.143416,-0.37329,0.0777,0.0205682,0,0.13935,0.199805
2299,18,71491861,72785206,AD,Dry_AMD,-0.467037,-1,0.20938,0.218123,0,1,0.200214
1869,13,24818334,25977140,AD,Dry_AMD,-0.319961,-1,0.17615,0.102375,0,1,0.200362
595,3,197147991,197962380,AD,Dry_AMD,0.308557,-0.16548,1,0.0952076,0,1,0.201428
685,4,94757266,96183801,AD,Dry_AMD,0.260102,-0.1504,0.84003,0.0676532,0,0.70784,0.20143
250,2,45189469,45850047,AD,Dry_AMD,0.603591,-0.34612,1,0.364322,0,1,0.203443
2158,16,78280637,78973580,AD,Dry_AMD,-0.41673,-1,0.21766,0.173664,0,1,0.20411
2216,17,54950108,56245227,AD,Dry_AMD,0.215427,-0.12603,0.64872,0.0464089,0,0.42448,0.20459
2107,16,5782969,6446081,AD,Dry_AMD,0.175084,-0.09503,0.4706,0.0306545,0,0.22147,0.204814
2151,16,73140782,74135275,AD,Dry_AMD,0.715842,-0.28522,1,0.51243,0,1,0.20495
1171,7,80055722,81533566,AD,Dry_AMD,-0.217547,-0.59952,0.12839,0.0473269,0,0.3595,0.205142
405,2,228812486,229764918,AD,Dry_AMD,-0.227459,-0.66753,0.13373,0.0517377,0,0.44559,0.205957
651,4,54659779,55681701,AD,Dry_AMD,0.186296,-0.10733,0.5366,0.0347062,0,0.28848,0.207509
483,3,71223282,72334704,AD,Dry_AMD,0.19804,-0.12279,0.5822,0.0392197,0,0.33987,0.207749
1970,14,37282013,38722114,AD,Dry_AMD,0.307752,-0.19345,1,0.0947113,0,1,0.207884
1225,7,152253295,153241228,AD,Dry_AMD,-0.306225,-1,0.18392,0.093774,0,1,0.207968
1032,6,101793543,102637706,AD,Dry_AMD,0.23055,-0.13431,0.6751,0.0531531,0,0.45713,0.208139
268,2,60775067,62429910,AD,Dry_AMD,-0.237026,-0.67655,0.14803,0.0561814,0,0.45772,0.20828
809,5,37925488,39438985,AD,Dry_AMD,-0.277353,-1,0.17519,0.0769246,0,1,0.208369
204,2,1875061,2680063,AD,Dry_AMD,0.251312,-0.15003,0.81055,0.0631576,0,0.66255,0.208385
987,6,52598880,53425492,AD,Dry_AMD,-0.235702,-0.74667,0.1348,0.0555554,0,0.55847,0.208797
660,4,64117432,65563100,AD,Dry_AMD,0.773015,-0.2872,1,0.597552,0,1,0.208918
988,6,53425493,54452767,AD,Dry_AMD,-0.266314,-0.8483,0.1595,0.0709233,0,0.72065,0.209021
932,6,6621938,7808323,AD,Dry_AMD,0.241149,-0.15336,0.77104,0.0581529,0,0.59529,0.209042
58,1,67761891,68633860,AD,Dry_AMD,0.374143,-0.21407,1,0.139983,0,1,0.209844
2372,20,2668109,3736551,AD,Dry_AMD,0.565425,-0.27335,1,0.319706,0,1,0.210026
2325,19,17045964,17750518,AD,Dry_AMD,0.191295,-0.10825,0.53076,0.0365937,0,0.2817,0.210151
2317,19,9105578,10028840,AD,Dry_AMD,0.21329,-0.12237,0.56909,0.0454927,0,0.32386,0.210211
1459,9,114443476,115390112,AD,Dry_AMD,-0.986364,-1,0.28195,0.972914,0,1,0.210666
232,2,29627933,30575619,AD,Dry_AMD,-0.216669,-0.71725,0.14615,0.0469452,0,0.52485,0.210735
2169,16,86748868,87669168,AD,Dry_AMD,-0.2427,-0.87958,0.15956,0.0589032,0,0.79246,0.21098
464,3,47588462,50387742,AD,Dry_AMD,-1,-1,0.46697,1,0,1,0.211036
1768,12,27797263,28753585,AD,Dry_AMD,0.909133,-0.35926,1,0.826523,0,1,0.211236
1495,10,7659873,8771920,AD,Dry_AMD,0.22485,-0.13371,0.63544,0.0505577,0,0.40379,0.211686
572,3,171134850,172004760,AD,Dry_AMD,0.206923,-0.13071,0.61979,0.0428172,0,0.38501,0.21238
389,2,212520454,213194362,AD,Dry_AMD,0.368527,-0.22808,1,0.135812,0,1,0.212834
190,1,239332149,240248508,AD,Dry_AMD,0.259388,-0.16778,0.84485,0.0672823,0,0.71758,0.214485
2227,17,70495120,71466953,AD,Dry_AMD,-0.364304,-1,0.22661,0.132718,0,1,0.214718
779,5,2960069,3677595,AD,Dry_AMD,-0.242911,-0.85079,0.15709,0.0590056,0,0.72605,0.214964
1772,12,31067299,31797152,AD,Dry_AMD,-0.283602,-0.94518,0.16707,0.0804301,0,0.90164,0.215187
2030,14,104439107,105091340,AD,Dry_AMD,0.220607,-0.15005,0.73299,0.0486675,0,0.54717,0.215351
24,1,22145630,22740287,AD,Dry_AMD,0.231019,-0.13778,0.72104,0.0533699,0,0.52157,0.215869
214,2,9960671,10611654,AD,Dry_AMD,0.402157,-0.25395,1,0.161731,0,1,0.218852
2304,18,76231686,77148137,AD,Dry_AMD,1,-0.3306,1,1,0,1,0.218985
1535,10,53129610,53919161,AD,Dry_AMD,-0.411102,-1,0.28297,0.169005,0,1,0.219753
724,4,135809543,137400031,AD,Dry_AMD,-0.311381,-1,0.20802,0.0969581,0,1,0.22001
350,2,165917789,167488576,AD,Dry_AMD,-0.411098,-1,0.30549,0.169001,0,1,0.220183
2006,14,76694202,77425453,AD,Dry_AMD,0.131822,-0.0759,0.35108,0.0173771,0,0.12326,0.220743
8,1,5362405,6136814,AD,Dry_AMD,-0.287596,-1,0.19377,0.0827117,0,1,0.221008
315,2,123219244,123929872,AD,Dry_AMD,0.506808,-0.29349,1,0.256854,0,1,0.221502
745,4,163245542,163937103,AD,Dry_AMD,0.254726,-0.16648,0.8462,0.0648855,0,0.72025,0.221965
262,2,54688235,55663336,AD,Dry_AMD,0.302896,-0.2063,1,0.0917461,0,1,0.222637
2314,19,6455429,7249359,AD,Dry_AMD,-0.118951,-0.31366,0.0704,0.0141494,0,0.09838,0.223693
1102,7,6716906,7167610,AD,Dry_AMD,0.531134,-0.2334,1,0.282103,0,1,0.224657
444,3,23426045,24270189,AD,Dry_AMD,-0.159559,-0.42742,0.10367,0.0254589,0,0.18269,0.224773
2440,21,24055942,25247986,AD,Dry_AMD,0.29418,-0.19055,1,0.086542,0,1,0.225235
2259,18,25305261,26861067,AD,Dry_AMD,-0.384084,-1,0.24101,0.147521,0,1,0.225356
1965,14,32382246,33591113,AD,Dry_AMD,-0.221784,-0.69143,0.14108,0.0491883,0,0.48411,0.225484
1470,9,126092932,127184582,AD,Dry_AMD,0.526426,-0.31769,1,0.277124,0,1,0.226262
798,5,24362662,25722097,AD,Dry_AMD,-0.271143,-0.99647,0.1831,0.0735187,0,1,0.226774
1088,6,164687463,165835953,AD,Dry_AMD,-0.262372,-0.79712,0.17512,0.0688391,0,0.63602,0.227208
903,5,153734495,154599750,AD,Dry_AMD,0.432234,-0.27259,1,0.186826,0,1,0.228459
1344,8,116094204,118300068,AD,Dry_AMD,-0.234404,-0.77579,0.15873,0.0549454,0,0.60642,0.228635
2312,19,4741719,5478684,AD,Dry_AMD,-0.168241,-0.46275,0.10753,0.0283051,0,0.21413,0.229385
2315,19,7249360,8199016,AD,Dry_AMD,-0.149775,-0.40054,0.0958,0.0224326,0,0.16044,0.229431
1260,8,16988031,17492672,AD,Dry_AMD,-0.519435,-1,0.28933,0.269813,0,1,0.2304
842,5,80448226,81710194,AD,Dry_AMD,-0.280842,-1,0.18954,0.0788723,0,1,0.232044
412,2,235625790,236276287,AD,Dry_AMD,-0.352867,-1,0.23976,0.124515,0,1,0.232337
985,6,50940768,51826423,AD,Dry_AMD,-0.522031,-1,0.38385,0.272516,0,1,0.232538
1007,6,74401507,75461313,AD,Dry_AMD,0.335265,-0.26608,1,0.112403,0,1,0.232637
1969,14,36422078,37282012,AD,Dry_AMD,0.246285,-0.18388,0.80745,0.0606563,0,0.66373,0.233097
1573,10,94503300,95528160,AD,Dry_AMD,-0.181293,-0.50093,0.12718,0.0328673,0,0.25093,0.233435
226,2,22429641,23538527,AD,Dry_AMD,0.170415,-0.12096,0.47559,0.0290414,0,0.22618,0.233811
87,1,100269208,101188315,AD,Dry_AMD,-0.538984,-1,0.25742,0.290504,0,1,0.235017
468,3,54892587,55616625,AD,Dry_AMD,0.161378,-0.10681,0.44716,0.0260427,0,0.20058,0.23556
1137,7,40261241,41415925,AD,Dry_AMD,0.251259,-0.19073,0.96904,0.0631312,0,0.95662,0.235656
766,4,182946259,183603892,AD,Dry_AMD,-0.176332,-0.48229,0.11789,0.0310931,0,0.23261,0.235758
352,2,168437446,169224445,AD,Dry_AMD,-0.952765,-1,0.35279,0.907761,0,1,0.235865
1214,7,137657460,138755107,AD,Dry_AMD,-0.998696,-1,0.25779,0.997394,0,1,0.235951
1546,10,65400432,66510387,AD,Dry_AMD,-0.16702,-0.47128,0.11213,0.0278958,0,0.22211,0.236251
1590,10,115588904,116845213,AD,Dry_AMD,0.159195,-0.11276,0.46068,0.025343,0,0.21276,0.236834
1494,10,6897038,7659872,AD,Dry_AMD,0.141215,-0.09699,0.39413,0.0199416,0,0.15535,0.23736
1164,7,70144615,71215741,AD,Dry_AMD,0.419884,-0.30891,1,0.176302,0,1,0.237379
2137,16,55907390,57119889,AD,Dry_AMD,0.202886,-0.14205,0.57397,0.0411628,0,0.32944,0.237535
1624,11,11632651,12470449,AD,Dry_AMD,0.328307,-0.25053,1,0.107785,0,1,0.238227
107,1,145803849,147083835,AD,Dry_AMD,-0.347363,-1,0.23504,0.120661,0,1,0.240744
2462,22,16050213,17587474,AD,Dry_AMD,0.295751,-0.21127,1,0.0874684,0,1,0.240805
1917,13,77460045,78693310,AD,Dry_AMD,-0.432505,-1,0.30665,0.18706,0,1,0.24091
275,2,68877775,70756283,AD,Dry_AMD,0.240115,-0.16656,0.79692,0.0576554,0,0.63644,0.241192
299,2,102494488,103305257,AD,Dry_AMD,-0.277407,-0.89715,0.20297,0.0769548,0,0.80692,0.241725
1467,9,122677720,124119883,AD,Dry_AMD,0.212294,-0.15434,0.64234,0.0450686,0,0.41333,0.242526
327,2,135160198,137061003,AD,Dry_AMD,0.247026,-0.19086,0.93674,0.0610217,0,0.90859,0.242562
2109,16,7051430,7704354,AD,Dry_AMD,-0.242195,-0.90292,0.1854,0.0586583,0,0.82302,0.24341
574,3,173415592,174684707,AD,Dry_AMD,-0.450031,-1,0.30167,0.202528,0,1,0.243573
1371,9,653662,1103598,AD,Dry_AMD,-0.971728,-1,0.33457,0.944255,0,1,0.243629
727,4,139553761,141087047,AD,Dry_AMD,-0.253652,-0.91749,0.19144,0.0643391,0,0.85603,0.243893
1108,7,10481678,11232447,AD,Dry_AMD,0.30842,-0.23984,1,0.0951227,0,1,0.244712
1711,11,102671666,103495635,AD,Dry_AMD,0.41127,-0.31334,1,0.169143,0,1,0.244764
1609,10,134856055,135524372,AD,Dry_AMD,-0.189353,-0.57643,0.13359,0.0358547,0,0.33361,0.245702
404,2,227557842,228812485,AD,Dry_AMD,0.190423,-0.13705,0.54641,0.0362607,0,0.29857,0.245727
2002,14,72665320,73373373,AD,Dry_AMD,0.154399,-0.10731,0.43056,0.0238392,0,0.18611,0.245756
2224,17,66757557,68176219,AD,Dry_AMD,-0.22646,-0.94268,0.17968,0.0512843,0,0.89702,0.245829
1771,12,30358378,31067298,AD,Dry_AMD,-0.754528,-1,0.49338,0.569313,0,1,0.246021
233,2,30575620,31457418,AD,Dry_AMD,0.280526,-0.21293,1,0.0786947,0,1,0.246406
1901,13,61268156,62135827,AD,Dry_AMD,0.229023,-0.17226,0.70338,0.0524517,0,0.49967,0.247181
2429,20,62179242,62963627,AD,Dry_AMD,0.332582,-0.24906,1,0.110611,0,1,0.247269
1796,12,60000364,61737953,AD,Dry_AMD,-0.570576,-1,0.38006,0.325557,0,1,0.247327
1641,11,28577719,29530460,AD,Dry_AMD,-0.382316,-1,0.29243,0.146166,0,1,0.247806
713,4,124534998,125486535,AD,Dry_AMD,-0.284323,-0.93194,0.21775,0.0808394,0,0.87609,0.248976
1545,10,64069688,65400431,AD,Dry_AMD,0.250396,-0.21505,0.88458,0.062698,0,0.80061,0.249795
1166,7,73128831,75243899,AD,Dry_AMD,0.254806,-0.20548,1,0.0649263,0,1,0.250721
721,4,132801981,133524886,AD,Dry_AMD,-0.539814,-1,0.39469,0.291399,0,1,0.251145
863,5,104850491,106389388,AD,Dry_AMD,0.300359,-0.25791,1,0.0902156,0,1,0.251806
2428,20,61470769,62179241,AD,Dry_AMD,0.341777,-0.27126,1,0.116812,0,1,0.252601
104,1,118118668,119408888,AD,Dry_AMD,0.596453,-0.36125,1,0.355756,0,1,0.252959
1732,11,127306872,128262550,AD,Dry_AMD,-0.341965,-1,0.26128,0.11694,0,1,0.253324
1752,12,11742150,12721874,AD,Dry_AMD,0.165212,-0.11849,0.49344,0.0272949,0,0.24421,0.253336
1600,10,126875817,127997708,AD,Dry_AMD,0.182781,-0.14141,0.53765,0.0334087,0,0.28933,0.25394
1245,8,6663428,8064600,AD,Dry_AMD,0.253326,-0.18485,1,0.0641743,0,1,0.254008
2417,20,53120335,53879803,AD,Dry_AMD,-0.254817,-1,0.21698,0.0649316,0,1,0.254362
1368,8,143611462,144934288,AD,Dry_AMD,0.260557,-0.1983,1,0.0678901,0,1,0.254753
1114,7,15013695,15877564,AD,Dry_AMD,-0.238831,-0.89789,0.19581,0.0570404,0,0.8132,0.255015
2005,14,75699502,76694201,AD,Dry_AMD,0.369632,-0.27881,1,0.136628,0,1,0.255711
67,1,77895395,79065286,AD,Dry_AMD,-0.342542,-1,0.27084,0.117335,0,1,0.256505
1939,13,100470869,101573736,AD,Dry_AMD,0.316382,-0.27754,1,0.100097,0,1,0.257085
227,2,23538528,24669224,AD,Dry_AMD,0.189975,-0.15294,0.55465,0.0360906,0,0.30764,0.25786
2307,19,762047,1515920,AD,Dry_AMD,-0.111057,-0.30947,0.08191,0.0123337,0,0.09594,0.258162
2222,17,64438388,65582327,AD,Dry_AMD,-0.195892,-0.61126,0.15253,0.0383737,0,0.37364,0.259136
2258,18,24088164,25305260,AD,Dry_AMD,0.142805,-0.1087,0.40878,0.0203932,0,0.1671,0.259144
839,5,75959516,77290255,AD,Dry_AMD,-0.346442,-1,0.28886,0.120022,0,1,0.259277
129,1,171044256,172465153,AD,Dry_AMD,-0.403272,-1,0.3223,0.162628,0,1,0.259627
1602,10,129134739,129831969,AD,Dry_AMD,0.190271,-0.15196,0.55621,0.0362031,0,0.31067,0.26096
1815,12,81843891,82576129,AD,Dry_AMD,-0.553668,-1,0.4782,0.306549,0,1,0.262273
146,1,191419276,192468373,AD,Dry_AMD,0.179177,-0.1431,0.52052,0.0321043,0,0.27094,0.26355
2126,16,26154123,27443061,AD,Dry_AMD,0.207054,-0.16971,0.69438,0.0428714,0,0.48418,0.263796
873,5,116208001,117348497,AD,Dry_AMD,0.278437,-0.23994,1,0.0775274,0,1,0.26489
2439,21,23266942,24055941,AD,Dry_AMD,-0.24513,-0.9416,0.21194,0.0600887,0,0.9032,0.265162
340,2,152497376,153999309,AD,Dry_AMD,-0.237117,-0.99717,0.20563,0.0562246,0,1,0.265516
1855,12,127545378,128372588,AD,Dry_AMD,0.166912,-0.13157,0.50176,0.0278597,0,0.25259,0.265915
2038,15,25384328,26392947,AD,Dry_AMD,0.232671,-0.20039,0.7533,0.0541358,0,0.56784,0.266593
1507,10,19421515,19965624,AD,Dry_AMD,-0.337043,-1,0.29927,0.113598,0,1,0.267527
103,1,117046312,118118667,AD,Dry_AMD,-0.166963,-0.48736,0.13192,0.0278765,0,0.23752,0.26772
1651,11,37953087,39329140,AD,Dry_AMD,-0.33446,-1,0.27557,0.111863,0,1,0.268163
2051,15,42332686,44987755,AD,Dry_AMD,-0.289603,-1,0.25369,0.0838701,0,1,0.268238
852,5,91956906,93814604,AD,Dry_AMD,-0.206288,-0.68618,0.17614,0.0425548,0,0.47323,0.268507
1111,7,12694916,13213541,AD,Dry_AMD,0.361073,-0.33257,1,0.130374,0,1,0.269048
1778,12,38746761,40017396,AD,Dry_AMD,0.216422,-0.1795,0.66589,0.0468385,0,0.44341,0.269195
1937,13,98527336,99402294,AD,Dry_AMD,-0.15654,-0.45956,0.13048,0.0245049,0,0.21119,0.27103
415,2,238185483,238814630,AD,Dry_AMD,0.232072,-0.20545,0.87053,0.0538576,0,0.77404,0.271629
56,1,65894185,66778015,AD,Dry_AMD,0.229536,-0.20497,0.89414,0.0526868,0,0.81368,0.272581
591,3,194217141,195196789,AD,Dry_AMD,-0.263106,-1,0.23877,0.069225,0,1,0.272913
1524,10,36475839,37561443,AD,Dry_AMD,0.236841,-0.1962,0.96097,0.0560935,0,0.93962,0.273487
959,6,31250557,31320268,AD,Dry_AMD,-0.135146,-0.37954,0.1123,0.0182644,0,0.14405,0.27353
1655,11,42858198,43949377,AD,Dry_AMD,-0.499526,-1,0.30737,0.249526,0,1,0.273659
1157,7,63311298,64216135,AD,Dry_AMD,0.264124,-0.23525,0.9888,0.0697616,0,0.99352,0.274768
2486,22,42867928,43574017,AD,Dry_AMD,0.21835,-0.19373,0.83123,0.0476768,0,0.70168,0.275066
34,1,35201627,36855139,AD,Dry_AMD,0.338455,-0.29112,1,0.114552,0,1,0.276257
1327,8,96900514,98132519,AD,Dry_AMD,0.350109,-0.29045,1,0.122577,0,1,0.276643
1727,11,122589225,123398882,AD,Dry_AMD,-0.261077,-1,0.22876,0.0681611,0,1,0.276854
748,4,165824651,166702855,AD,Dry_AMD,0.179594,-0.15298,0.52851,0.0322541,0,0.27955,0.27778
1578,10,100337831,101271451,AD,Dry_AMD,0.318195,-0.30716,1,0.101248,0,1,0.278292
531,3,125475723,125992650,AD,Dry_AMD,-0.208204,-0.65777,0.20044,0.0433489,0,0.43417,0.279361
1810,12,75563969,76524573,AD,Dry_AMD,-0.3156,-1,0.28578,0.0996031,0,1,0.280253
1730,11,125266685,126304240,AD,Dry_AMD,0.711369,-0.45798,1,0.506046,0,1,0.281075
2255,18,20009697,21622716,AD,Dry_AMD,0.561891,-0.35886,1,0.315721,0,1,0.281546
1389,9,14244748,14902924,AD,Dry_AMD,0.252867,-0.2393,1,0.0639419,0,1,0.28171
29,1,29188427,30405182,AD,Dry_AMD,-0.178675,-0.56508,0.16284,0.0319247,0,0.32051,0.282107
185,1,235097114,236199671,AD,Dry_AMD,-0.263253,-1,0.24582,0.0693021,0,1,0.282971
1782,12,43072680,43980531,AD,Dry_AMD,0.322395,-0.30814,1,0.103939,0,1,0.283214
1266,8,20812108,21650453,AD,Dry_AMD,-0.247285,-1,0.2338,0.0611498,0,1,0.284998
41,1,45167236,47257261,AD,Dry_AMD,0.274105,-0.26831,1,0.0751337,0,1,0.285302
759,4,177129679,178314527,AD,Dry_AMD,-0.144866,-0.4248,0.12335,0.0209862,0,0.18045,0.286478
2381,20,11257013,12353961,AD,Dry_AMD,-0.263579,-1,0.23933,0.0694738,0,1,0.286488
450,3,29877023,31269697,AD,Dry_AMD,-0.215587,-0.6963,0.18954,0.046478,0,0.4868,0.287664
800,5,26938179,28315653,AD,Dry_AMD,-0.309438,-1,0.29898,0.0957521,0,1,0.288242
1253,8,12947936,13395051,AD,Dry_AMD,0.261779,-0.25797,1,0.0685283,0,1,0.289619
156,1,202583885,204092537,AD,Dry_AMD,0.131865,-0.11334,0.39096,0.0173885,0,0.15285,0.291242
2238,18,10719,848350,AD,Dry_AMD,0.194645,-0.18429,0.7,0.0378868,0,0.50256,0.291354
1588,10,113117616,114255954,AD,Dry_AMD,-0.349786,-1,0.28782,0.122351,0,1,0.291926
1613,11,2477450,3362508,AD,Dry_AMD,0.197696,-0.18777,0.69017,0.0390838,0,0.48021,0.292266
579,3,179372166,181424323,AD,Dry_AMD,0.252462,-0.24939,1,0.063737,0,1,0.292918
2028,14,102004378,103617472,AD,Dry_AMD,0.157424,-0.1491,0.48289,0.0247823,0,0.23319,0.293
462,3,44141694,45844191,AD,Dry_AMD,-0.355024,-1,0.35445,0.126042,0,1,0.293044
2481,22,36135969,37364004,AD,Dry_AMD,0.151567,-0.14073,0.46929,0.0229725,0,0.22118,0.29358
2419,20,54743695,55448075,AD,Dry_AMD,0.180968,-0.16896,0.6119,0.0327494,0,0.37865,0.294397
1168,7,76451929,77663964,AD,Dry_AMD,0.5745,-0.37275,1,0.33005,0,1,0.295657
2387,20,16661517,17359290,AD,Dry_AMD,0.173341,-0.16837,0.54273,0.0300471,0,0.29459,0.295939
2230,17,73741322,74908266,AD,Dry_AMD,0.16066,-0.15203,0.52389,0.0258118,0,0.27477,0.296212
2303,18,75240761,76231685,AD,Dry_AMD,0.205676,-0.19179,0.66815,0.0423026,0,0.44742,0.296294
482,3,69784970,71223281,AD,Dry_AMD,-0.486729,-1,0.3544,0.236905,0,1,0.297959
1502,10,14008136,14820755,AD,Dry_AMD,-0.161209,-0.48835,0.1533,0.0259883,0,0.23917,0.299205
2331,19,21822654,22729408,AD,Dry_AMD,-0.506482,-1,0.40937,0.256524,0,1,0.299786
1411,9,33194893,34704544,AD,Dry_AMD,-0.27937,-1,0.27809,0.0780478,0,1,0.299891
