GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
VWC2               7   49778257   49971546    399      43  342729        1.411     0.079116
ZPBP               7   49967023   50167860    560      18  342729      0.47308      0.31808
C7orf72            7   50100682   50208852    352      14  342729      0.46906      0.31951
FIGNL1             7   50501827   50553088    218      21  342729     -0.85928      0.80491
DDC                7   50516134   50668154    679      29  342729      -1.4278      0.92332
GRB10              7   50647760   50896159    827      34  342729      0.20253      0.41975
COBL               7   51073909   51419515    736      47  342729       0.9257       0.1773
LOC101928675       7   51443716   51490203    155      14  342729    -0.004083      0.50163
POM121L12          7   53068349   53114618    196      24  342729       -0.384      0.64951
VSTM2A             7   54575019   54646948    250      25  342729      0.28162      0.38912
SEC61G             7   54809940   54861939    213      17  342729      0.31028      0.37817
EGFR               7   55051678   55289262    624      74  342729       0.7524      0.22591
LANCL2             7   55398141   55511435    378      18  342729      0.33871      0.36742
VOPP1              7   55528303   55675200    694      27  342729     -0.72888      0.76696
LOC101060341       7   55803825   55850854    197      22  342729      0.72266      0.23494
SEPT14             7   55851237   55965482    338      30  342729      0.83558       0.2017
ZNF713             7   55920148   56018519    262      23  342729       1.0343      0.15049
MRPS17             7   55984611   56033034    140      21  342729      0.91621      0.17978
GBAS               7   55997270   56077875    224      27  342729      0.74351      0.22859
PSPH               7   56068056   56154297    233      27  342729      0.35544      0.36113
CCT6A              7   56084378   56141682    148      21  342729      0.37705      0.35307
SUMF2              7   56096700   56158365    169      22  342729      0.39349      0.34698
PHKG1              7   56137616   56195780    196      24  342729      0.47452      0.31757
CHCHD2             7   56159266   56209187    165      23  342729      0.91225      0.18082
NUPR1L             7   56172374   56219090    165      23  342729       1.0782      0.14047
LOC731631          7   56423866   56470929    106      16  342729        1.016      0.15481
LOC101928468       7   56871130   56916929    188      22  342729      0.59685       0.2753
LOC101928587       7   56884553   56930132    142      21  342729      0.49157      0.31151
LOC100287294       7   56981848   57047060     28      10  342729       1.3102      0.09506
ZNF479             7   57177321   57242571    234      16  342729     -0.72105      0.76456
ZNF716             7   57474883   57543265    219      11  342729      0.74104      0.22933
LOC402269          7   63057986   63155929     46      10  342729      -2.2005      0.98611
LOC100996414       7   63180188   63225875    108      18  342729      -1.2641       0.8969
LOC100996365       7   63182201   63227780    130      19  342729      -1.3159       0.9059
ZNF727             7   63470765   63554444    304      11  342729     -0.15757       0.5626
ZNF735             7   63632581   63690668    302      14  342729      0.81717      0.20692
ZNF679             7   63653852   63737309    369      21  342729      0.38815      0.34895
ZNF736             7   63732815   63820017    429      26  342729   0.00023853       0.4999
ZNF680             7   63970255   64058505    325      16  342729      0.29246      0.38497
ZNF107             7   64091461   64181960    264      18  342729      0.53807      0.29527
ZNF138             7   64219766   64324178    385      23  342729      0.11188      0.45546
ZNF273             7   64328620   64401955    271      13  342729      0.16746      0.43351
LOC441239          7   64338648   64385984    189      12  342729      0.20547       0.4186
ZNF117             7   64424830   64486414    214      14  342729      0.60659      0.27206
ERV3-1             7   64440733   64502124    218      15  342729      0.44548      0.32799
ZNF92              7   64803752   64876049    190      14  342729      0.39099       0.3479
LOC101929322       7   64980495   65055238     25       6  342729       1.4483     0.073764
VKORC1L1           7   65303257   65434545    272      16  342729      0.16152      0.43584
GUSB               7   65415671   65482301    164      15  342729     -0.07042      0.52807
ASL                7   65505776   65568330    167      18  342729      0.94945       0.1712
CRCP               7   65544805   65629555    221      17  342729      0.69289      0.24419
TPST1              7   65635259   65835438    441      21  342729      0.95328      0.17023
KCTD7              7   66058868   66123964    234      21  342729      0.94786       0.1716
RABGEF1            7   66112151   66286451    636      22  342729       1.2012      0.11484
TMEM248            7   66351203   66433538    224      21  342729      0.82863      0.20366
TYW1               7   66426792   66714507   1513      38  342729      -1.4527      0.92684
SBDS               7   66442690   66495588    190      35  342729     -0.80339      0.78912
AUTS2              7   69028905   70267885   2505      84  342729     -0.83131       0.7971
WBSCR17            7   70562523   71188586   2231     144  342729      0.11351      0.45481
CALN1              7   71234476   71947136   1962      70  342729    -0.044492      0.51774
TYW1B              7   72013729   72333813    627      22  342729      0.12268      0.45118
POM121             7   72314906   72431979     98      29  342729      -1.0424      0.85138
TRIM74             7   72420016   72474997      4       2  342729      -1.0452      0.85203
NSUN5              7   72706513   72757864     63      10  342729      -1.7939      0.96359
FKBP6              7   72707155   72782646    102      10  342729      -1.8452      0.96749
TRIM50             7   72716532   72777085     85       9  342729      -2.4042       0.9919
FZD9               7   72813109   72860450     74      20  342729      -1.3088      0.90469
BAZ1B              7   72844728   72971628    183      15  342729     -0.54174        0.706
BCL7B              7   72940683   73007065    120      14  342729      -1.3578      0.91273
TBL2               7   72973274   73028013    115      14  342729      -1.5978      0.94495
MLXIPL             7   72997524   73073903    203      25  342729       -1.657      0.95124
VPS37D             7   73047174   73096440    159      21  342729      -1.6296       0.9484
WBSCR22            7   73062898   73122551    186      18  342729      -1.3388      0.90968
DNAJC30            7   73085248   73132781    128      12  342729      -1.2408      0.89265
STX1A              7   73103535   73169032    137      31  342729     -0.85372      0.80337
ABHD11             7   73140424   73188190     91      15  342729      0.21183      0.41612
CLDN3              7   73173327   73219600     87      11  342729      0.47598      0.31704
CLDN4              7   73210193   73257015    113       6  342729      0.45057      0.32615
WBSCR27            7   73238920   73291855    122       6  342729      0.28447      0.38803
WBSCR28            7   73240489   73290223    117       6  342729      0.24864      0.40182
ELN                7   73407119   73494237    191      31  342729      -2.6775      0.99629
LIMK1              7   73463107   73546855    155      21  342729     -0.93254      0.82447
EIF4H              7   73553706   73621429    115      13  342729      0.02123      0.49153
LAT2               7   73589087   73654164     62      17  342729      0.71052      0.23869
RFC2               7   73635832   73703788    130      21  342729       1.0513      0.14657
CLIP2              7   73668805   73830273    373      25  342729     -0.56692      0.71461
GTF2IRD1           7   73833120   74026931    404      51  342729      0.65812      0.25523
GTF2I              7   74036991   74185022    155      22  342729      0.91363      0.18045
NCF1               7   74153309   74213720     19      12  342729      0.81293      0.20813
GTF2IRD2           7   74200483   74302872     35      11  342729      0.91603      0.17983
WBSCR16            7   74431223   74524717     24       6  342729      -1.1615      0.87728
GTF2IRD2B          7   74473187   74575623     20       6  342729      -0.6484      0.74164
SPDYE5             7   74660028   75143628    251      32  342729      0.50826      0.30564
GATSL2             7   74797605   74902341      7       4  342729       1.3269     0.092272
TRIM73             7   74986234   75044896      7       4  342729     -0.47724       0.6834
POM121C            7   75036060   75150565    251      30  342729      0.41109       0.3405
HIP1               7   75152619   75403290    853      77  342729     -0.50195      0.69215
CCL26              7   75388842   75454064    375      36  342729     -0.91227      0.81919
CCL24              7   75430766   75487674    271      26  342729     -0.34548      0.63513
RHBDD2             7   75473317   75528244    117      22  342729      0.35836      0.36004
POR                7   75509420   75626173    212      37  342729     -0.26927      0.60614
TMEM120A           7   75606155   75658992    126      20  342729      -0.3687      0.64382
STYXL1             7   75615610   75712321    224      20  342729     -0.23555      0.59311
MDH2               7   75642182   75706826    151      14  342729      -0.2593       0.6023
LOC101927160       7   75690726   75736711    116      13  342729     -0.19588      0.57765
SRRM3              7   75796211   75926609    237      26  342729      -1.5695      0.94173
HSPB1              7   75896875   75943614    121      22  342729     -0.82556      0.79547
YWHAG              7   75946108   76023342    196      23  342729      0.13935      0.44459
ZP3                7   75991841   76081388    288      23  342729     -0.56909      0.71535
SSC4D              7   76008646   76074012    230      24  342729     -0.67892      0.75141
DTX2               7   76055972   76145312    137      13  342729      -1.3695      0.91459
UPK3B              7   76104650   76167200     77       8  342729       -1.654      0.95094
SPDYE18            7   76152874   76724911   1303      70  342729      0.83427      0.20206
POMZP3             7   76229303   76291620    111      13  342729      -1.2148      0.88778
CCDC146            7   76716934   76934534    662      37  342729       2.5167    0.0059233
FGL2               7   76812688   76864150    114      16  342729       1.9675     0.024562
GSAP               7   76930068   77080719    480      45  342729       1.5996     0.054842
PTPN12             7   77131773   77279388    384      22  342729       1.9331     0.026612
RSBN1L             7   77290743   77419120    344      20  342729       1.2837     0.099617
PHTF2              7   77393109   77596821    479      26  342729       1.7912     0.036631
TMEM60             7   77413045   77462747    119      18  342729       1.9415     0.026099
MAGI2              7   77636374   79118121   5470     255  342729       1.6595     0.048511
GNAI1              7   79729140   79858725    340      45  342729       1.3757     0.084455
GNAT3              7   80077987   80176242    259      28  342729      0.85177      0.19717
CD36               7   80196504   80318593    357      18  342729      -1.0818      0.86033
SEMA3C             7   80361854   80586695    531      63  342729       0.8602      0.19484
HGF                7   81321444   81434452    247      26  342729     -0.72037      0.76435
CACNA2D1           7   81565760   82108031   1610     103  342729      0.47364      0.31788
PCLO               7   82373321   82827197   1195      51  342729      0.29533      0.38387
SEMA3E             7   82983222   83313479   1081      44  342729    -0.083236      0.53317
SEMA3A             7   83577659   84157040   1877      72  342729    -0.017858      0.50712
SEMA3D             7   84614508   84851171    384      28  342729     -0.42232       0.6636
GRM3               7   86238230   86504193    528      33  342729       1.2147      0.11225
KIAA1324L          7   86496222   86724014    621      26  342729       0.2349      0.40714
DMTF1              7   86746677   86835648    262      13  342729      0.10333      0.45885
LOC101927420       7   86770739   86816643    133      11  342729   -0.0054058      0.50216
TMEM243            7   86815477   86884889    198      21  342729      0.21232      0.41593
CROT               7   86939951   87039112    259      22  342729       1.9299     0.026809
ABCB4              7   87021361   87140019    294      17  342729    -0.094183      0.53752
ABCB1              7   87123179   87377639    509      35  342729       1.4431     0.074499
RUNDC3B            7   87222729   87471613    386      17  342729       1.2006      0.11496
SLC25A40           7   87452885   87540692    161      15  342729       0.6806      0.24806
DBF4               7   87470544   87548856    140      15  342729      0.56704      0.28534
ADAM22             7   87528566   87842204    549      27  342729      -0.8249      0.79529
SRI                7   87824430   87891308     92      12  342729      0.63207      0.26367
STEAP4             7   87895744   87971228    145      12  342729        1.831     0.033551
ZNF804B            7   88353753   88976346   2116      82  342729     0.081525      0.46751
C7orf62            7   88413420   88460031    162      13  342729      0.78564      0.21604
STEAP1             7   89748689   89804141    158      15  342729       1.1429      0.12654
STEAP2             7   89806000   89876992    213      18  342729       1.1231      0.13071
CFAP69             7   89839488   89950377    268      18  342729      0.51548      0.30311
GTPBP10            7   89940341   90030769    280      16  342729      0.43318      0.33244
CLDN12             7   89997648   90055268    150      22  342729      -0.2311      0.59138
CDK14              7   90190681   90849905   2070      67  342729     -0.55701      0.71124
FZD1               7   90858783   90908132    115      17  342729     -0.79715      0.78732
MTERF1             7   91492021   91545016    105      11  342729       0.4056      0.34252
AKAP9              7   91535181   91749987    394      10  342729     -0.15063      0.55987
CYP51A1            7   91731463   91799059    117       6  342729    -0.088159      0.53512
LRRD1              7   91764169   91843900    100      11  342729      0.26224      0.39657
KRIT1              7   91818283   91910414    106      16  342729      0.53586      0.29603
ANKIB1             7   91840530   92040698    220      22  342729       0.7637      0.22252
GATAD1             7   92041762   92099381    127      22  342729     -0.11281      0.54491
ERVW-1             7   92087694   92142229    116      15  342729     -0.37308      0.64546
PEX1               7   92106337   92192845    161      15  342729     -0.63683      0.73788
RBM48              7   92123079   92177319    100      11  342729     -0.32136      0.62603
FAM133B            7   92180072   92254706    144      20  342729      0.39186      0.34758
CDK6               7   92224235   92500941    347      38  342729      0.21745      0.41393
SAMD9              7   92718826   92782336    178      27  342729     -0.11088      0.54414
SAMD9L             7   92749368   92812689    134      22  342729      0.22485      0.41105
HEPACAM2           7   92807899   92890783    136      22  342729      0.64048      0.26093
CCDC132            7   92826653   93000435    284      31  342729    -0.041266      0.51646
CALCR              7   93043799   93239042    533      31  342729      -2.7651      0.99716
GNGT1              7   93500820   93550485    201      24  342729    -0.031165      0.51243
TFPI2              7   93504709   93555303    204      27  342729     0.097608      0.46112
GNG11              7   93516016   93565826    182      26  342729      0.51424      0.30354
BET1               7   93582082   93668693    144      21  342729      -1.5009      0.93331
COL1A2             7   93988873   94070544    212      32  342729      -1.1536      0.87567
CASD1              7   94103838   94196331    186      17  342729     -0.58019      0.71911
SGCE               7   94204536   94320521    162      18  342729      -1.8067       0.9646
PEG10              7   94250637   94309007     89      11  342729      -1.9117      0.97204
PPP1R9A            7   94501949   94935727    750      32  342729       1.2357      0.10828
PON1               7   94917669   94988884    161      30  342729      0.46571      0.32071
PON3               7   94979181   95060702    191      20  342729      0.82627      0.20433
PON2               7   95024174   95099636    240      31  342729      0.37002      0.35568
ASB4               7   95080213   95179543    295      32  342729       1.0149      0.15507
PDK4               7   95202809   95260925    202      22  342729       2.0375     0.020801
DYNC1I1            7   95366818   95749634   1032      79  342729    -0.077433      0.53086
SLC25A13           7   95739532   95986459    306      14  342729       0.3959      0.34609
C7orf76            7   96100938   96167835    159      23  342729         1.21      0.11315
SHFM1              7   96308079   96374203    146      19  342729       2.4864    0.0064524
DLX6               7   96600290   96650352     88      26  342729      0.81181      0.20845
DLX5               7   96639702   96689143     90      19  342729     -0.42002      0.66276
SDHAF3             7   96710905   96821075    204      15  342729       0.8925      0.18606
TAC1               7   97326271   97379784    238      12  342729       1.1242      0.13047
ASNS               7   97471429   97536854    199      27  342729       1.0102       0.1562
OCM2               7   97604012   97654416    237      30  342729     -0.60124      0.72616
LMTK2              7   97701197   97848945    423      25  342729    -0.074515       0.5297
BHLHA15            7   97805759   97854769    133      21  342729      0.09796      0.46098
TECPR1             7   97834755   97916563    210      19  342729      0.29059      0.38568
BRI3               7   97875972   97962972    229      13  342729      0.40181      0.34391
BAIAP2L1           7   97910962   98065427    343      15  342729      0.63899      0.26141
NPTX2              7   98211597   98269181    102      25  342729     -0.37107      0.64471
TMEM130            7   98434111   98502673    149      18  342729      -0.5253      0.70031
TRRAP              7   98441113   98620866    393      20  342729     -0.47948       0.6842
SMURF1             7   98615058   98776743    352      40  342729      0.32227      0.37363
KPNA7              7   98761197   98840089    325      19  342729     0.095448      0.46198
ARPC1A             7   98888496   98973885    184      19  342729      0.74398      0.22845
ARPC1B             7   98937298   99014226    156      15  342729      0.90803      0.18193
BUD31              7   98971243   99027239    130      14  342729      0.95154      0.17067
PDAP1              7   98982296   99041305    123      16  342729      0.90346      0.18314
CPSF4              7   99001563   99064996    141      16  342729      0.95743      0.16918
PTCD1              7   99004362   99080811    160      17  342729       1.0562      0.14544
ATP5J2-PTCD1       7   99004362   99098824    185      20  342729       1.0782      0.14046
ZNF789             7   99035476   99095408    103      13  342729        1.256      0.10456
ATP5J2             7   99045784   99098824     88      13  342729       1.2652      0.10289
ZKSCAN5            7   99067273   99141445    100      18  342729       1.2868     0.099085
ZNF394             7   99074142   99132925     77      15  342729       1.2065      0.11382
ZNF655             7   99121034   99184076     83      16  342729       1.2994     0.096899
FAM200A            7   99133923   99191115     87      15  342729       1.3055     0.095866
GS1-259H13.2       7   99160702   99218456     94      13  342729      0.88347      0.18849
ZSCAN25            7   99179571   99285204    155      18  342729       1.1624      0.12254
CYP3A5             7   99235813   99312636    128      14  342729       1.2606      0.10372
CYP3A7-CYP3A51P    7   99272302   99367819    162      11  342729      0.89923      0.18426
CYP3A7             7   99292660   99367853    134       9  342729      0.85227      0.19703
CYP3A4             7   99344583   99416811     67      12  342729      0.11595      0.45385
CYP3A43            7   99390636   99473727    139      15  342729      0.55333      0.29002
OR2AE1             7   99463685   99509656    109      12  342729       1.2133      0.11251
TRIM4              7   99478030   99552223    189      16  342729       1.1493      0.12521
GJC3               7   99510892   99566833    140      16  342729        1.193      0.11643
AZGP1              7   99554350   99608735    107      16  342729       1.0739      0.14143
ZKSCAN1            7   99578204   99652803    131      18  342729       1.6185     0.052782
ZSCAN21            7   99612390   99672663     90      14  342729         1.91     0.028069
ZNF3               7   99651470   99715171    107      17  342729       2.5801     0.004939
COPS6              7   99651583   99699823     78      14  342729        2.486    0.0064601
AP4M1              7   99664130   99714803     95      16  342729       2.6942    0.0035283
MCM7               7   99680351   99734563     89      14  342729       2.7334    0.0031342
CNPY4              7   99682265   99733131     86      13  342729       2.6998    0.0034693
MBLAC1             7   99689317   99736121     87      13  342729       2.7425    0.0030484
TAF6               7   99694693   99752481     89      15  342729       2.6826    0.0036529
LAMTOR4            7   99711530   99761833     70      12  342729       2.5483    0.0054127
STAG3              7   99740186   99822010    161      13  342729       2.4713     0.006731
C7orf43            7   99742043   99791338     74      12  342729       2.6068    0.0045701
GAL3ST4            7   99746865   99801373     85      12  342729       2.5388    0.0055612
GPC2               7   99757229   99809990     93      11  342729       2.4968    0.0062668
PVRIG              7   99781147   99829113    115       8  342729       2.3014     0.010686
GATS               7   99788276   99904855    184      19  342729       2.5336     0.005645
SPDYE3             7   99870325   99929819     60      13  342729       2.5327    0.0056594
PILRB              7   99920626   99975454     87       7  342729       2.2853     0.011148
PILRA              7   99936068  100007722    100       7  342729       2.3399    0.0096457
ZCWPW1             7   99988449  100062037     88       8  342729       2.3811    0.0086306
MEPCE              7   99991321  100041749     68       6  342729       2.3408    0.0096203
PPP1R35            7  100022900  100069468     54       6  342729       2.2443     0.012407
C7orf61            7  100044238  100097063     70       8  342729       2.3928    0.0083604
NYAP1              7  100046550  100102425     72       8  342729       2.3257     0.010017
TSC22D4            7  100054142  100111902     80       9  342729       2.3778     0.008709
AGFG2              7  100101834  100175843     94      12  342729       3.5673   0.00018031
FBXO24             7  100148840  100208740     76      14  342729       3.7735   8.0485e-05
SAP25              7  100159851  100206487     64      14  342729       3.8337   6.3124e-05
LRCH4              7  100161634  100218806     85      18  342729        3.506   0.00022742
ZASP               7  100161654  100207705     62      15  342729       3.8948   4.9146e-05
PCOLCE             7  100164882  100215798     75      16  342729       3.5947   0.00016236
MOSPD3             7  100174725  100223003     71      14  342729       2.7847    0.0026785
TFR2               7  100208039  100275332    105      14  342729        1.572     0.057978
ACTL6B             7  100230720  100289084    100      19  342729       2.1026     0.017751
GNB2               7  100236363  100286792     88      18  342729       2.0123     0.022093
GIGYF1             7  100267130  100321870    130      18  342729       2.2178     0.013285
POP7               7  100268676  100315123    113      17  342729       2.2125     0.013465
EPO                7  100283423  100331323    105      14  342729       2.1421     0.016094
ZAN                7  100296249  100405419    252      25  342729         2.27     0.011603
EPHB4              7  100390187  100460143    165      23  342729       2.5242    0.0057978
SLC12A9            7  100415337  100474634    140      22  342729       2.1413     0.016126
TRIP6              7  100429950  100481076    109      18  342729       1.0241       0.1529
SRRT               7  100437701  100496285    125      15  342729      0.45064      0.32613
UFSP1              7  100476344  100522339    121      13  342729     -0.83755      0.79886
ACHE               7  100477615  100528754    143      17  342729      -1.0013      0.84166
MUC3A              7  100512086  100621617    135      29  342729     -0.55513       0.7106
MUC12              7  100577904  100672230    123      18  342729       1.1984      0.11537
MUC17              7  100628364  100712140    202      25  342729       1.3004     0.096726
TRIM56             7  100693786  100743909    198      21  342729      -1.3264      0.90764
SERPINE1           7  100735370  100792547    189      29  342729      -1.3715      0.91489
AP1S1              7  100762685  100814557    145      25  342729     -0.18494      0.57336
VGF                7  100795790  100845862    142      19  342729     -0.45482      0.67538
NAT16              7  100803774  100858557    146      24  342729     0.030836       0.4877
ZNHIT1             7  100825985  100877471    121      23  342729       0.7323      0.23199
MOGAT3             7  100829010  100879302    114      22  342729      0.86231      0.19426
PLOD3              7  100839258  100896011    150      18  342729      0.76886      0.22099
CLDN15             7  100865373  100917101    213      11  342729     -0.21306      0.58436
FIS1               7  100872893  100924009    228      13  342729     -0.28689       0.6129
IFT22              7  100946648  101000093    245      21  342729      0.24039      0.40502
COL26A1            7  100971101  101212304   1250      61  342729       1.4374     0.075303
MYL10              7  101246605  101307576    186      26  342729      0.87936       0.1896
CUX1               7  101424184  101937250   1282      69  342729       1.2543      0.10487
SH2B2              7  101893405  101972178    198      31  342729        1.199      0.11527
LOC100289561       7  101969266  102046780    144      15  342729       2.1911     0.014222
SPDYE6             7  101976192  102032468     90      11  342729       2.1109     0.017389
PRKRIP1            7  102001804  102077129    165      14  342729       2.0873     0.018432
ORAI2              7  102038977  102107268    170      20  342729       2.6182    0.0044194
LRWD1              7  102070335  102123615    152      19  342729       3.0318    0.0012155
ALKBH4             7  102086667  102140321    118      15  342729       2.7828    0.0026943
POLR2J             7  102103547  102154446     64       9  342729       2.6471    0.0040587
RASA4B             7  102113586  102193224     18       4  342729       2.3689    0.0089199
POLR2J2            7  102267195  102347176     40      10  342729       2.2666     0.011708
FAM185A            7  102354399  102459672    255      24  342729       2.7555    0.0029304
FBXL13             7  102443308  102750288    445      28  342729      0.77951      0.21784
LRRC17             7  102518344  102595558    105      12  342729      0.97009        0.166
NFE4               7  102578884  102629114     69      11  342729       0.7491       0.2269
ARMC10             7  102680174  102750210     77      18  342729      0.26603      0.39511
NAPEPLD            7  102730023  102826081    243      15  342729     -0.54632      0.70758
PMPCB              7  102902873  102980349    110      16  342729     -0.51836       0.6979
DNAJC2             7  102942921  103020320    119      17  342729     -0.40229      0.65626
PSMC2              7  102949852  103019842    112      15  342729     -0.43222      0.66721
SLC26A5            7  102983177  103121624    353      28  342729      0.92328      0.17793
RELN               7  103102231  103664963   2224     109  342729       4.0269   2.8258e-05
ORC5               7  103756788  103883495    526      15  342729       1.3616     0.086661
LHFPL3             7  103934104  104559005   1966     110  342729       3.2023   0.00068163
KMT2E              7  104619637  104764532    203      14  342729       4.0073   3.0703e-05
SRPK2              7  104744048  105074614    616      21  342729       6.5335   3.2121e-11
PUS7               7  105086948  105197689    381      30  342729       1.2704      0.10197
RINT1              7  105137532  105218131    281       9  342729      0.88414      0.18831
ATXN7L1            7  105234932  105552046    881     109  342729       1.6847     0.046022
CDHR3              7  105482251  105686877    708      89  342729      0.25109      0.40087
SYPL1              7  105720814  105788093    238      25  342729     -0.25451      0.60045
NAMPT              7  105878731  105961373    210      27  342729      0.11684      0.45349
CCDC71L            7  106287211  106336634    164      24  342729    -0.037732      0.51505
PIK3CG             7  106470723  106557592    216      34  342729      -1.1512      0.87518
PRKAR2B            7  106650178  106812256    374      29  342729       2.2021     0.013831
HBP1               7  106774406  106852974    162      14  342729       1.3641     0.086274
COG5               7  106832189  107239959    826      19  342729      0.38813      0.34896
GPR22              7  107075502  107126125     98      10  342729      0.16081      0.43612
DUS4L              7  107169402  107228968    120      11  342729      0.39904      0.34493
BCAP29             7  107185422  107273762    146      14  342729      0.17198      0.43173
SLC26A4            7  107266080  107368254    183      31  342729      0.26257      0.39644
CBLL1              7  107348942  107412112    129      13  342729     -0.62614      0.73439
SLC26A3            7  107395912  107478678    297      40  342729       1.8935     0.029147
DLD                7  107496586  107571643    201      13  342729     -0.82433      0.79512
LAMB1              7  107554244  107678804    310      44  342729      -2.7989      0.99744
LAMB4              7  107653996  107805801    357      31  342729    -0.095322      0.53797
NRCAM              7  107778071  108131841   1222      51  342729      -1.3896      0.91767
PNPLA8             7  108100866  108203605    263      18  342729      0.73651      0.23071
DNAJB9             7  108175189  108225294    117      14  342729     -0.23067      0.59121
THAP5              7  108192671  108245189    150      13  342729      -1.2357      0.89171
C7orf66            7  108514038  108559637    203      11  342729      0.60503      0.27258
IMMP2L             7  110293106  111237588   1882      73  342729      0.23449       0.4073
LRRN3              7  110696062  110775510    151      15  342729      0.35321      0.36197
DOCK4              7  111356164  111881462   1245     131  342729       0.8913      0.18638
ZNF277             7  111811643  111993989    466      28  342729   -0.0093718      0.50374
IFRD1              7  112028199  112127258    322      35  342729       1.0442      0.14819
LSMEM1             7  112085908  112140943    200      23  342729       1.3499     0.088528
TMEM168            7  112395364  112465768    108      11  342729      0.25211      0.40048
C7orf60            7  112449202  112614932    271      23  342729      0.50726      0.30599
GPR85              7  112710468  112762833    148      18  342729      0.86166      0.19444
PPP1R3A            7  113506882  113594082    136      13  342729     -0.29091      0.61444
FOXP2              7  113691365  114343827   1023      60  342729     -0.29122      0.61456
MDFIC              7  114527169  114669971    270      37  342729      -2.1918       0.9858
TFEC               7  115565202  115834950    675      37  342729       1.6809     0.046388
TES                7  115815547  115908840    307      18  342729       1.8678     0.030897
CAV2               7  116104655  116158595    193      15  342729       1.8728     0.030548
CAV1               7  116129839  116211239    242      22  342729       1.5425     0.061479
MET                7  116277406  116448440    300      39  342729      -1.5132      0.93488
CAPZA2             7  116467533  116569315    162      18  342729     -0.43668      0.66883
ST7                7  116558381  116880077    487      58  342729      0.15714      0.43757
WNT2               7  116906685  116998343    184      32  342729      0.51282      0.30404
ASZ1               7  116993276  117102577    147      16  342729      0.85863      0.19527
CFTR               7  117085017  117318719    383      22  342729        0.447      0.32744
CTTNBP2            7  117340702  117548561    425      50  342729       0.4721      0.31843
LSM8               7  117789086  117854093    238      12  342729     -0.56616      0.71436
ANKRD7             7  117829493  117892785    245      16  342729     -0.17225      0.56838
KCND2              7  119878689  120400387    961      44  342729     -0.15041      0.55978
TSPAN12            7  120417374  120533420    296      15  342729     -0.19493      0.57727
ING3               7  120555817  120625711    152      14  342729     -0.19762      0.57833
CPED1              7  120593751  120947498    843      35  342729      0.34879      0.36362
WNT16              7  120930421  120991158    162      24  342729      0.62302      0.26664
FAM3C              7  120978905  121071422    219      21  342729      0.69333      0.24405
PTPRZ1             7  121478159  121712090    567      36  342729      0.61833      0.26818
AASS               7  121703598  121819344    216      23  342729       1.1176      0.13187
FEZF1              7  121931373  121986173    159      22  342729      0.59714      0.27521
CADPS2             7  121948478  122561813   1487      66  342729     -0.82878      0.79639
RNF133             7  122327766  122374208    118      16  342729     -0.94767      0.82835
RNF148             7  122331720  122378021    111      16  342729      -0.8863      0.81227
TAS2R16            7  122624759  122670754    126      15  342729     -0.65431      0.74354
SLC13A1            7  122743588  122875025    313      25  342729     -0.22381      0.58855
IQUB               7  123081993  123209718    214      19  342729       -1.119      0.86844
NDUFA5             7  123171083  123232958    132      18  342729     -0.74832      0.77287
ASB15              7  123206882  123287951    165      21  342729       -0.264      0.60411
LMOD2              7  123260861  123314147     88      14  342729     -0.63016       0.7357
WASL               7  123311981  123424125    267      15  342729     -0.44983      0.67358
HYAL4              7  123450220  123527532    129      20  342729      0.86351      0.19393
SPAM1              7  123530286  123621464    206      23  342729       1.2211      0.11102
TMEM229A           7  123660970  123708523    147      16  342729      0.55332      0.29002
GPR37              7  124375655  124441079    140      25  342729       1.2049      0.11413
C7orf77            7  124407346  124465864    161      15  342729      0.80108      0.21154
POT1               7  124452440  124605037    519      11  342729      0.81433      0.20773
GRM8               7  126068652  126927428   2265      63  342729      -1.6579      0.95133
ZNF800             7  127000097  127067778    212      19  342729      0.60867      0.27137
ARF5               7  127193406  127241759    107      17  342729      0.15257      0.43937
FSCN3              7  127198689  127251851    114      16  342729    -0.058074      0.52316
GCC1               7  127210682  127260654     96      12  342729     -0.31052      0.62192
PAX4               7  127240346  127290982     78      13  342729     -0.37551      0.64636
SND1               7  127257043  127742659    744      32  342729     -0.17103       0.5679
LRRC4              7  127657124  127706002     80      18  342729     0.076433      0.46954
LEP                7  127846241  127907682    149      21  342729      0.95111      0.17077
RBM28              7  127940429  128018962    171      30  342729       1.3791     0.083939
PRRT4              7  127980379  128036739    137      32  342729      0.55437      0.28966
IMPDH1             7  128022331  128085045    205      26  342729        1.677     0.046775
HILPDA             7  128060884  128108472    156      23  342729         1.84     0.032881
METTL2B            7  128081783  128152978    246      31  342729       1.8998     0.028732
LOC101928451       7  128121940  128281752    666      27  342729       1.8683     0.030859
FAM71F2            7  128276743  128338949    229      18  342729       1.5527     0.060246
FAM71F1            7  128314115  128381797    239      30  342729       2.0224     0.021567
CALU               7  128344346  128423477    239      32  342729       2.5903     0.004795
CCDC136            7  128396464  128472187    183      19  342729       1.4452     0.074203
OPN1SW             7  128402543  128450844    116      17  342729        1.933     0.026616
FLNC               7  128435436  128509328    189      19  342729     -0.48351      0.68563
ATP6V1F            7  128467857  128515903    151      19  342729     -0.13988      0.55562
LOC100130705       7  128471464  128522101    155      20  342729     -0.11818      0.54704
KCP                7  128506919  128585773    229      39  342729     -0.60005      0.72576
IRF5               7  128542976  128600089    173      30  342729      -1.0602      0.85547
